source	replies	label
Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO) http://t.co/LgOsz9eCxk http://t.co/RCfNbl4DIb	“@RT_com: Saudi cleric proclaims snowman-building 'anti-Islamic'" http://t.co/cJlBwZMchV http://t.co/MVaUles54O” these guys just get funnier<EOS>.@StevenageBoy In the North. It is rare, but has been significant in recent years.<EOS>@RT_com @nanachin1974 サゥディも雪だ。 砂漠に日が落ちて　雪となる頃<EOS>@RT_com So EU will proclaim sand-castles as anti-protestant as a counterattack on the breach of free speech.<EOS>“@RT_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO) http://t.co/YmFm9W2E0V http://t.co/OhycVoKOxj”<EOS>@RT_com  WOW !!! If that's not the musings of a mad man then what the hell is !!! #TouchTheFrog you dick<EOS>“@RT_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO) http://t.co/ln6H3Pc8qe http://t.co/s4cfsOLYHN”<EOS>@RT_com stop listening to clerics, stop taking notice, and they'll get fed up and get on with something more constructive with any luck<EOS>	nonrumour
#Obama says "America Doesn't want any Stay-at-home-Moms! Enough is Enough!  #FireObama Now! http://t.co/fI0VmMvYyw http://t.co/2gPaJS0BFj	@andersonDrLJA ..wutthehell?  Is thus guy human?<EOS>@andersonDrLJA @m_stewart_paine Stay at home moms! Please million of men are now stay at home, not by choice but by liberal lunacy!<EOS>@andersonDrLJA Sir, just let him and them dilutional ones that think we are what we know they rea LM<EOS>@andersonDrLJA @HardAspie  Socialists want all children to be raised in creches.<EOS>@andersonDrLJA unreal<EOS>@andersonDrLJA my mother was a stay at home mom and BHO disrespects her memory.<EOS>@andersonDrLJA @Steph93065 Stay at home Mom is not a career ender. More often than not the Moms return to the workforce.<EOS>“@andersonDrLJA: #Obama says "America Doesn't want any Stay-at-home-Moms! Enough is Enough!  #FireObama Now! http://t.co/XXp8iiMY1N  Crazy!!<EOS>@andersonDrLJA @coonhuntin45 Nothing says Snobby Liberal elitist like #BarackObama<EOS>@veritaz @andersonDrLJA if you would have said this would happen i would have said no but it is happening  &amp; need to take senate to stand a<EOS>@andersonDrLJA "We want cradle-to-grave control! No interfering Moms allowed!"<EOS>@andersonDrLJA that use to be the norm for most women<EOS>@andersonDrLJA America doesn't want a spineless, soulless President either. You sir are a professional vacationer and freeloader.<EOS>@andersonDrLJA @bluware_ron That's how #Obama sees this Country and the people who live here. Dim view, but all his.<EOS>@andersonDrLJA @BarackObama The choice I made-stay home &amp; raise my kids was the BEST decision I ever made. Not one regret! Better then $<EOS>@andersonDrLJA @JstanleyStanley *Excuse me! What the heck does BHO know about it? Someone send him a gov't funded survey or something?<EOS>@andersonDrLJA @Eccentrie   I call BULLSHIT!!   But then again I dare him to lace 3 sentences of importance together without uttering a lie.<EOS>@andersonDrLJA Well, this former Stay-At-Home Dad of 2 special needs kids &amp; 215 lbs of protection &amp; aggression, has a few words for Oblam-o.<EOS>@andersonDrLJA he doesn't know what America wants &amp;doesnt care what America does want&amp;need an American 🇺🇸leader.so tired of his BS&amp;LIES.<EOS>@andersonDrLJA Because the government can raise your kids better than you can? #NoThanksObama<EOS>@andersonDrLJA @arping I'm a stay at home mom and proud of it, Obama can kiss my ass!!<EOS>@andersonDrLJA he's a jerk<EOS>In plain sight RT @hardaspie: @andersonDrLJA @chooseliferacer F#@!ing Commie dictator POS. Worst excuse for a human being I have ever seen.<EOS>@andersonDrLJA @roziedb Wasn't it DEMOCRATS who said ' .. if you don't want to work you shouldn't have to work .." Yeah it was.<EOS>@leonpui_ @davidlgff @andersonDrLJA no life is much better 4 kids now with no mom, no dad, they can hang out all day, smoke pot,get high etc<EOS>@LilSouthernSass @andersonDrLJA  liberalism seems more &amp; more like a mental disorder<EOS>@LaurelCatherine @andersonDrLJA  I think its Oblabla that doesn't want stay-at-home moms.  Obama never asked me and I'm part of America.<EOS>	rumour
omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/BvWdSvOhcJ	@_exhalebieber_ @frantasticavon hahahha ! i might download it sounds fun<EOS>@_exhalebieber_ @kidrauhlmyfave L I A R. you just made that up for fucks sake.<EOS>@_exhalebieber_ OMFG !!<EOS>@_exhalebieber_ shIT I CHOKED I AM GOING TO TELL MY SISTER TO DELETE THE APP I HOPE NOBODY HUNTS YOU AT NIGHT<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/fg1IGhii3v” aahhhhh! Too scary<EOS>@_exhalebieber_ WHAT THE ACTUAL FUCK NOW IM SCARED<EOS>@_exhalebieber_ It would still know if you put your finger on the camera even if there was a person there.<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/a8tty2lr2m” its apparently a pervert..<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/nChS7zx6XT”<EOS>@_exhalebieber_ fuck this  shit the app is fucking creepy.<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/Y7Om0OMhrn”crap<EOS>@_exhalebieber_ omfG I'm crying<EOS>@_exhalebieber_ omg.. What is talking Angela ? Omg, so scared :(<EOS>@_exhalebieber_ OMFG I'M CRYING THIS SHIT IS SO SCARY<EOS>@_exhalebieber_ probably because you had the camera option on, and then when it was trying to read your expression it couldn't.<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/Tp2AkHz2KY” @thatkiddmaxx<EOS>@_exhalebieber_ Omg why do I find this so funny<EOS>“@_exhalebieber_: omFG READ THIS ITS MY PERSONAL EXPERIENCE WITH TALKING ANGELA http://t.co/vSNd2qgEBc” WHAT IS THIS IM CRYJNG GUYS<EOS>	rumour
@marcdaalder What is covid-19 turning out to be? A viral pneumonia, a multisystem disease, a trigger for autoimmune disorder in young children? Does it look different in different groups, countries, seasons?	Hello Twitter! What #Covid19-related health/health policy/health system story would you like to see covered? Is there a big picture we're missing? Looking for ideas for some big projects to plink away at when there isn't breaking news to cover.<EOS>@tbuklijas @marcdaalder 1/2 US focused, but two good long reads on the subject:  https://t.co/TWOB5xhP1r<EOS>@tbuklijas @marcdaalder 2/2 https://t.co/eneuxUNZYl<EOS>@tbuklijas @marcdaalder do mutated strains affect the nature of the disease? what do the patterns of mutation tell us?<EOS>	nonrumour
@mrjain_ @BeingPractical COVID-19 virus can be transmitted in areas with hot and humid climates https://t.co/8M1X6uZwrl #CoronaVirusUpdates	What we need to understand is... once we have 1000+ cases in country like India... we can’t trace source or contacts!  No other option than mandatory lockdown of all public / private places, transport, cities and towns. That’s what China did that’s what we may have to do! https://t.co/N4Oh7imcWL<EOS>@BeingPractical I just pray that the humid weather conditions slow the growth in India.<EOS>@bgmahesh @BeingPractical I'm leaning towards your conclusion.  But this report, makes me wonder:  https://t.co/M8e8V29cIu  Of course, the @who has weighed in: https://t.co/vl0glKKYSS<EOS>	nonrumour
COVID-19 virus can be transmitted in areas with hot and humid climates  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/prE71EenWp	Being able to hold ur breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean ur free from  (COVID-19) or any other lung disease. #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/o9EZq12vPz<EOS>Cold weather and snow CANNOT kill the new coronavirus.  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/uYD8R1xQ9y<EOS>Taking a hot bath does not prevent the new coronavirus disease  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/O1dGyTAZZO<EOS>The new coronavirus CANNOT be transmitted through mosquito bites  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/kzsu1jRChr<EOS>Are hand dryers effective in killing the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/HDffiyuz1e<EOS>Can an ultraviolet disinfection lamp kill the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/4DFhKxl1gq<EOS>How effective are thermal scanners in detecting people infected with the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/mMGmFmXAZb<EOS>Can spraying alcohol or chlorine all over your body kill the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/XKUGRaZ2Sb<EOS>Are there any specific medicines to prevent or treat the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/HnDpxpsmPA<EOS>Are antibiotics effective in preventing and treating the new coronavirus?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/7J2jRfwCeX<EOS>Does the new coronavirus affect older people, or are younger people also susceptible?  #FakeNews #FactCheck #Fake #FakeBuster #Hoax #HoaxOrFact #HoaxNews #Spam #FactCheckIndia #ViralNews #FakeViral #FakeCorona https://t.co/qGYKrvGNQ1<EOS>	nonrumour
LATEST UPDATE: Attacker shot dead in Parliament after soldier shot at National War Memorial http://t.co/pp6hcfWcRw http://t.co/HxODwIZfj6	@CBCNews @JSB_FOX still working on clearing building. Possible others.<EOS>@CBCNews bet he's a Muslim convert<EOS>Stay safe, Ottawa. RT @CBCNews - UPDATE: Attacker shot dead in Parliament after soldier shot at National War Memorial http://t.co/WWeG0eQIeJ<EOS>@CBCNews Good.<EOS>#CBCNN #tunein RT @CBCNews: UPDATE: Attacker shot dead in Parliament after soldier shot at National War Memorial http://t.co/oyBRIcFU7x<EOS>@CBCNews #soldier thank God one shooter down. How many more?   Get them all!!! Why do u come to Canada??  Keep away from us!<EOS>@CBCNews perhaps reporters and witnesses should not reveal where MPs and the PM have taken cover. Too much info<EOS>@CBCNews hopefully there were no other gunmen!<EOS>@CBCNews please spread the word to not display or tell police positions and police doings.  #KeepATightLidMedia thank you.<EOS>	nonrumour
5G mobile networks DO NOT spread COVID-19. #FactsNotFear https://t.co/mONsYUYm2Q https://t.co/K2sIbnIUba	@HoustonHealth OMG<EOS>	nonrumour
@ZsoltF418 @csrebeka97 Valoszinuleg valamit eleg erosen felreerthettel vagy dezinformalni probalo oldalakat kovetsz. https://t.co/R00ZywunCQ "Can I catch COVID-19 from my pet?" resz.	@csrebeka97 Csak szólok, hogy olvastam valahol, asszem WHO, hogy a macskàk kèpesek fertözni...<EOS>@Killklikk @csrebeka97 Igazad van. Valamit tegnap lehet benèztem. Elnèzèst. No issue with cats. :)<EOS>	nonrumour
Canadian government offices are locked down in Ottawa after an armed attack: http://t.co/78zyWAgGfF http://t.co/CFHMVlSAsT	@WSJ #Absent2032 is a story about a global pandemic, mandatory vaccines,1st Grade at Freedom Elementary http://t.co/2Nrl9PouCo<EOS>@WSJ  #OttawaShooting #CanadaStrong Time to Nuke Mecca and Madina  These Loosers must be X-terimanated<EOS>“@WSJ: Canadian government offices are locked down in Ottawa after an armed attack: http://t.co/cU0hAvNU6c http://t.co/MtJV4HFS6y<EOS>@WSJ sympathy 2 loss of2 pecious lives BUT ONE HONRABLE,SOLDIER'S, FOR SURE !!!<EOS>	nonrumour
Ukrainian minister says rebels shot down #MH17 Malaysia Airlines plane  http://t.co/a6SHqAWx0Y http://t.co/bQkx3x55EZ	@EmbryEthan @HuffPostUK  this is very sad ...<EOS>Šhįt “@HuffPostUK: Ukrainian minister says rebels shot down #MH17 Malaysia Airlines plane  http://t.co/n1lmsCBGGk http://t.co/yRck7GZfvH”<EOS>@EmbryEthan @HuffPostUK tragic!!! This scares me a lot, "darkish" days are coming :( :(<EOS>@HuffPostUK Poor People...<EOS>@HuffPostUK @saboohi_ahmad http://t.co/mzHBAkyXzY<EOS>@EmbryEthan @HuffPostUK damn,  I really didn't want it to be intentional.<EOS>@HuffPostUK they just blame the rebels for everything - we don't even know it was shot down yet, take a breath<EOS>“@HuffPostUK: Ukrainian PM says rebels shot down #MH17 Malaysia Airlines plane  http://t.co/15hLW7W5g1 http://t.co/jaUyWP1eBG” @JohnBerman<EOS>@HuffPostUK shocking. Russia and Putin have to take responsibility for this. It's time the world stood up to Putin. Sanctions do nothing<EOS>Update from @HuffPostUK: Ukrainian minister says rebels shot down #MH17 Malaysia Airlines  http://t.co/dvyLSqsR2E http://t.co/Umetvr9TYS<EOS>	rumour
Are there any specific medicines to prevent or treat the new #coronavirus? https://t.co/wMRtWMyfKI	Does putting on sesame oil block the new #coronavirus from entering the body? https://t.co/2sO0U1oewd<EOS>Does the new #coronavirus affect older people, or are younger people also susceptible? https://t.co/qHKNxye6rB<EOS>Are antibiotics effective in preventing and treating the new #coronavirus? https://t.co/RlmD9Yjvzp<EOS>	nonrumour
@BreitbartNews Thank goodness, have been extremely worried how the pangender-community is dealing with this. Not as much worried, but still concerned about the genderfluid males and females, as well. When can we expect the results? https://t.co/FSZwSaB9BP	Gov. Tom Wolf’s (D) office said the health department is focusing on gender identity in the state’s collection of coronavirus data. https://t.co/xJoEjneoC7<EOS>	nonrumour
With people (including many in positions of power and influence) still insisting that Covid-19 is just like the flu, alongside our many information graphics, we have created a special meme just for them. https://t.co/PnXJHbwuUV	Once again with the help of our designer @ArsalaanQamar we have designed a fun information graphic to continue to help raise awareness of about the coronavirus. During the lockdown we are hoping to release a graphic or meme everyday so please check them out and share them widely. https://t.co/2Fi52QfxK7<EOS>	rumour
